Date,Close,High,Low,Open,Volume
,AAPL,AAPL,AAPL,AAPL,AAPL
2015-01-02,24.347171783447266,24.817056961010813,23.906236257464577,24.805921564775062,212818400
2015-01-05,23.661272048950195,24.195738769154584,23.474209631341235,24.11556867617278,257142000
2015-01-06,23.66350555419922,23.92405757389281,23.300512623440994,23.72585970943974,263188400
2015-01-07,23.995315551757812,24.095527326889126,23.761485811087393,23.872832983021304,160423600
2015-01-08,24.917268753051758,24.975169755287546,24.206873287961027,24.324902711486303,237458000
2015-01-09,24.943994522094727,25.220135039292984,24.543144014046415,25.09097190903041,214798000
2015-01-12,24.329360961914062,25.082067353023294,24.229149170742033,25.0753867934816,198603200
2015-01-13,24.545372009277344,25.119923851288746,24.253642948754624,24.814831974168793,268367600
2015-01-14,24.45183753967285,24.6054954684306,24.162334237858946,24.282589377119052,195826400
2015-01-15,23.788211822509766,24.50974108395914,23.752581607869665,24.496379965846995,240056000
2015-01-16,23.603374481201172,23.95745939320074,23.427445734852384,23.83497681693794,314053200
2015-01-20,24.21132469177246,24.266998267057435,23.716943071398276,24.01535261939484,199599600
2015-01-21,24.39616584777832,24.732433080930285,24.11111566281483,24.262547883348592,194303600
2015-01-22,25.03084373474121,25.046432270318064,24.434022845619882,24.554277991079733,215185600
2015-01-23,25.160003662109375,25.331477531676878,24.837095896138095,25.008571464728334,185859200
2015-01-26,25.186729431152344,25.467324774353628,25.119922148786404,25.32925367236059,222460000
2015-01-27,24.30486297607422,25.04866304221303,24.280366459885556,25.035300224913552,382274800
2015-01-28,25.67888641357422,26.304658727958657,25.67888641357422,26.195537266963104,585908400
2015-01-29,26.47835350036621,26.54293505342104,25.73455362985777,25.90380177927654,337745600
2015-01-30,26.090869903564453,26.723321018811966,26.021833502263554,26.367010411699074,334982000
2015-02-02,26.41822624206543,26.53848137725564,25.850356752527166,26.28906482932585,250956400
2015-02-03,26.422677993774414,26.520662326578503,26.191075727016617,26.38927351028599,207662800
2015-02-04,26.625335693359375,26.836896343295066,26.34696775846218,26.389280228253927,280598800
2015-02-05,26.81536865234375,26.8802050814007,26.661102607148653,26.833253210988936,168984800
2015-02-06,26.589563369750977,26.88467995466242,26.482247472633944,26.833257363064437,174826400
2015-02-09,26.766189575195312,26.7930172733409,26.477779880030614,26.50460928390472,155559200
2015-02-10,27.2804012298584,27.309466837648408,26.86455664535429,26.866791149239557,248034000
2015-02-11,27.91982650756836,27.928769642147397,27.387722793079366,27.44808681932724,294247200
2015-02-12,28.2730712890625,28.501116945548493,28.07409124499383,28.18364165329796,297898000
2015-02-13,28.41168785095215,28.456401816821888,28.091978048370983,28.456401816821888,217088800
2015-02-17,28.579364776611328,28.814117337065813,28.375912330120336,28.50334899575121,252609600
2015-02-18,28.778348922729492,28.791762771854323,28.494409940911336,28.53465319401436,179566800
2015-02-19,28.717981338500977,28.847654224108258,28.691153641981135,28.724688262630938,149449600
2015-02-20,28.95273208618164,28.95273208618164,28.628551598396026,28.755986560261935,195793600
2015-02-23,29.735246658325195,29.735246658325195,28.988512711369705,29.068999229760315,283896400
2015-02-24,29.54967498779297,29.869386497832515,29.326101745777628,29.721827339352725,276912400
2015-02-25,28.793994903564453,29.42223854795156,28.65090817226166,29.413293708300706,298846800
2015-02-26,29.15842056274414,29.259027835041444,28.306607093059874,28.793995102234582,365150000
2015-02-27,28.720218658447266,29.191958310724683,28.671032274876598,29.064519931985192,248059200
2015-03-02,28.861064910888672,29.12711757708943,28.68444357571901,28.89683744330111,192386800
2015-03-03,28.921432495117188,28.957205029832974,28.63749354442774,28.8320045697844,151265200
2015-03-04,28.73810386657715,28.966149535298193,28.688920890438336,28.86330775138471,126665200
2015-03-05,28.261898040771484,28.78505867680797,28.11657507329623,28.747051630065904,226068400
2015-03-06,28.304370880126953,28.923667983342046,28.22835679986211,28.70680167500185,291368400
2015-03-09,28.425098419189453,28.968383105607316,27.96006572260571,28.608428387263857,354114000
2015-03-10,27.83710479736328,28.442988077589106,27.67836800046826,28.261894297673237,275426400
2015-03-11,27.329587936401367,27.895227868715825,27.300524033989195,27.890757155163254,275756000
2015-03-12,27.823692321777344,27.924301315096667,27.19321577874515,27.34524566812951,193450800
2015-03-13,27.63141632080078,28.036085051070664,27.40560857319144,27.812511807769827,207309200
2015-03-16,27.93547821044922,27.93547821044922,27.470447125075065,27.69625489000103,143497200
2015-03-17,28.402742385864258,28.465342615236214,28.091975743104673,28.147869048719393,204092400
2015-03-18,28.72245216369629,28.876718233033966,28.25294873765399,28.39379925374818,261083600
2015-03-19,28.50558853149414,28.89684170741661,28.483231548301408,28.785055085724473,183238000
2015-03-20,28.147876739501953,28.706808242636473,27.982432987282476,28.673273614687705,274780400
2015-03-23,28.44074821472168,28.583834934551618,28.286482151952924,28.42062744430571,150838800
2015-03-24,28.324493408203125,28.62631522559773,28.295427796274037,28.445223158598004,131369200
2015-03-25,27.584463119506836,28.353555537956826,27.584463119506836,28.290955309613835,206620800
2015-03-26,27.776735305786133,27.919822024619,27.410075375560876,27.445847908133214,190291600
2015-03-27,27.555402755737305,27.879583282336927,27.479388670333233,27.850519374222753,158184800
2015-03-30,28.252946853637695,28.259653776948035,27.723077737654247,27.734257080323616,188398800
2015-03-31,27.819217681884766,28.2797779998637,27.80356762367369,28.190348364773936,168362400
2015-04-01,27.778974533081055,27.973483862183773,27.52186497090484,27.90641120918879,162485600
2015-04-02,28.0181941986084,28.071851290618618,27.765557089070754,27.953357763970626,128880400
2015-04-06,28.472043991088867,28.507816518461446,27.79685374134732,27.828153849934335,148776000
2015-04-07,28.172460556030273,28.64419845795688,28.16575363267385,28.53688427279769,140049200
2015-04-08,28.080793380737305,28.25965262176667,27.939942879793175,28.136686680342965,149316800
2015-04-09,28.295429229736328,28.29990164982664,27.870641430494988,28.13669243109999,129936000
2015-04-10,28.41616439819336,28.440757596188465,28.004790369418533,28.159054777344686,160752000
2015-04-13,28.36026382446289,28.744811757895718,28.30660672698015,28.700094382824748,145460400
2015-04-14,28.23729133605957,28.45862829113376,28.15009793843253,28.393791868793265,102098400
2015-04-15,28.344614028930664,28.42286431884388,28.17246339112159,28.261893024906005,115881600
2015-04-16,28.20823860168457,28.416161807587375,28.194824751538796,28.232831797437598,113476000
2015-04-17,27.890762329101562,28.201529003364335,27.825925883328456,28.069621607491406,207828000
2015-04-20,28.527942657470703,28.64419998186624,27.984659662230303,28.074089291772882,188217200
2015-04-21,28.373676300048828,28.66208423381124,28.320017502658818,28.639728960157683,129740400
2015-04-22,28.7559871673584,28.811880473724095,28.241769772230978,28.391563423916246,150618000
